seed	galaxynumber	starid	单极磁	初始星系可燃冰	初始星系潮汐锁定	距离	铁	铜	硅	钛	石	煤	原油涌泉	可燃冰	金伯利	分形硅	有机晶体	光栅石	刺笋	氢气	重氢	可燃冰
1221218496	64	57	6	1	0	2.790367	41	41	16	29	18	13	22	5	5	2	1	2	1	0.94	0.04	0
1221488431	64	58	7	0	0	4.670516	45	36	7	24	30	13	12	3	2	2	2	13	1	0.92	0.04	0
1223290408	64	47	5	0	0	4.518796	27	29	23	25	20	15	20	5	1	1	1	1	1	0.92	0.04	0
1223338445	64	60	4	0	0	4.308329	43	36	26	22	21	17	22	4	1	6	1	4	1	0.89	0.04	0
1223787839	64	60	4	1	0	4.786334	27	32	20	25	26	12	14	1	1	1	2	1	1	0.83	0.04	0
1225620318	64	60	9	0	0	4.381103	39	35	27	26	21	17	22	10	2	1	1	1	1	0.94	0.03	0
1226073254	64	57	4	1	0	4.831006	41	40	22	22	21	15	22	2	1	4	1	1	1	0.75	0.15	0
1228683192	64	60	6	0	0	3.745761	36	39	15	26	27	15	12	11	1	5	1	1	1	0.84	0.04	0
1235517295	64	60	14	0	0	4.231425	43	36	26	22	21	17	22	5	2	1	1	4	1	0.84	0.04	0
1237414082	64	60	3	1	0	3.648777	29	36	14	26	24	12	22	1	5	1	1	2	1	0.91	0.04	0
1241097287	64	59	9	1	0	3.801397	28	29	38	11	26	16	22	9	7	1	1	1	1	0.92	0.04	0
1247842660	64	59	11	0	0	4.499657	41	31	13	23	12	11	18	3	1	2	1	2	1	1.13	0.04	0.63
1248695971	64	60	3	0	0	4.211322	39	38	16	34	16	12	18	11	3	6	1	1	1	0.88	0.04	0
1249989100	64	49	6	1	0	3.902268	43	39	22	24	15	12	18	2	3	2	1	3	1	0.93	0.03	0
1254699213	64	43	2	1	0	4.836266	39	36	21	33	18	15	22	4	4	8	1	1	1	0.74	0.14	0
1255634181	64	60	5	1	0	3.740685	34	42	5	24	21	12	12	1	4	2	1	2	1	0.86	0.03	0
1256624124	64	55	7	1	0	4.125794	41	29	18	22	14	14	22	1	6	1	1	6	1	0.81	0.16	0
1256832265	64	40	10	1	0	3.348506	39	36	28	27	17	15	22	5	2	2	1	1	1	0.85	0.03	0
1257476715	64	59	5	0	0	4.962511	39	45	25	24	22	17	22	1	4	5	1	2	2	0.86	0.16	0
1261154608	64	50	13	0	0	3.405346	52	31	23	21	20	16	22	10	6	3	2	12	1	0.93	0.04	0
1262982361	64	48	8	1	0	4.133029	27	35	25	16	33	14	22	1	2	4	1	2	2	0.96	0.04	0
1264121206	64	60	5	0	0	3.226865	35	42	17	29	28	12	22	2	10	8	1	1	1	0.91	0.04	0
1266549799	64	58	5	1	0	4.106789	24	33	23	22	25	10	18	2	1	1	1	4	1	0.82	0.04	0
1267571341	64	59	4	0	0	3.834161	41	37	25	26	24	15	22	1	1	1	1	1	1	0.89	0.04	0
1268038309	64	47	6	1	0	4.042267	41	44	17	24	25	22	34	2	1	2	3	1	1	0.79	0.15	0
1273718977	64	56	4	1	0	3.533207	40	37	24	28	16	14	20	2	5	3	2	2	1	0.83	0.03	0
1277099122	64	60	3	1	0	4.705107	37	49	21	24	22	15	22	1	3	1	2	1	1	0.93	0.04	0
1277849308	64	58	6	1	0	3.947707	40	41	8	29	24	13	12	9	8	4	1	3	1	0.85	0.14	0
1279804997	64	52	5	0	0	4.52653	36	39	15	26	27	15	12	4	5	2	1	2	1	0.82	0.04	0
1279814170	64	60	6	1	0	4.992035	36	40	16	27	23	13	12	1	7	2	1	1	1	0.98	0.04	0
1292588255	64	56	5	1	0	4.554819	39	38	16	34	16	12	18	2	2	2	1	1	1	0.9	0.03	0
1292870926	64	56	3	1	0	3.343496	40	37	24	28	16	14	20	1	12	2	1	2	1	0.9	0.04	0
1296854884	64	60	3	1	0	4.821638	39	48	14	32	17	12	18	5	6	1	2	2	1	0.9	0.04	0
1298656706	64	53	7	0	0	4.741535	37	38	21	29	28	14	22	4	3	12	1	1	1	0.95	0.04	0
1303463837	64	51	9	1	0	4.192352	39	41	28	20	23	13	22	2	8	2	1	1	2	0.91	0.03	0
1303543503	64	48	4	1	0	4.514271	39	38	23	28	15	12	18	12	3	1	1	2	2	0.91	0.04	0
1306333250	64	57	5	0	0	4.766022	39	38	16	35	17	11	14	12	1	2	2	1	1	0.96	0.04	0
1307277958	64	59	2	0	0	3.457658	46	40	19	30	17	15	22	3	9	2	3	2	3	0.86	0.04	0
1311921110	64	59	4	1	0	4.87983	39	37	22	28	20	13	14	12	4	1	3	3	4	0.81	0.15	0
1312156087	64	53	3	0	0	4.723638	40	40	14	22	27	15	12	12	3	1	1	1	1	0.82	0.04	0
1315097395	64	55	4	1	0	2.568968	26	40	27	17	19	13	18	2	6	1	1	3	1	0.81	0.15	0
1315836029	64	58	11	0	0	4.828265	24	22	20	18	15	12	18	2	1	2	1	1	2	0.84	0.15	0
1318524252	64	48	12	0	0	4.178649	41	31	13	23	12	11	18	12	2	5	1	6	1	0.74	0.15	0
1319787468	64	60	7	1	0	4.699415	37	52	5	30	31	13	12	2	3	6	4	1	1	0.82	0.15	0
1320606278	64	60	5	0	0	4.139286	27	43	12	29	23	11	18	2	3	6	2	5	1	0.73	0.16	0
1326305273	64	60	4	1	0	3.885684	33	25	16	31	14	11	18	18	1	3	1	6	2	0.77	0.16	0
1327445008	64	56	7	1	0	3.701274	39	36	28	27	17	15	22	3	1	2	2	1	1	0.8	0.15	0
1328530829	64	60	5	0	0	4.536304	45	35	13	25	28	13	12	5	7	2	1	1	1	0.87	0.04	0
1328726015	64	60	9	1	0	2.827857	54	33	13	25	12	13	18	2	1	2	2	14	1	0.9	0.04	0
1329240354	64	60	3	0	1	3.193504	37	38	21	29	28	14	22	2	1	2	1	1	1	0.8	0.15	0
1330556227	64	60	4	1	0	3.779985	41	37	25	26	24	15	22	2	1	3	1	1	1	0.9	0.03	0
1331363489	64	57	4	1	0	2.95742	48	32	19	24	24	15	22	2	3	5	4	12	1	0.76	0.14	0
1335652888	64	42	4	1	0	3.82684	41	31	13	23	12	11	18	12	1	1	1	1	1	1.14	0.03	0.64
1335815490	64	60	3	0	0	3.214172	33	34	15	22	24	11	22	1	4	1	1	1	1	0.83	0.04	0
1336747125	64	55	4	1	0	3.002863	37	40	17	33	18	13	22	12	5	7	1	1	1	0.9	0.04	0
1341737317	64	58	9	1	0	4.115636	41	37	25	26	24	15	22	2	9	1	1	2	1	0.88	0.03	0
1343951782	64	60	7	1	1	4.968015	39	38	23	28	15	12	18	7	2	5	1	2	2	0.82	0.04	0
1351502576	64	57	8	0	0	4.606854	41	41	23	23	17	13	22	3	8	5	3	1	1	0.9	0.04	0
1353717466	64	60	4	1	0	3.026141	41	39	20	27	22	12	18	1	12	2	1	2	1	0.79	0.13	0
1365321878	64	60	5	1	0	4.912462	37	38	28	23	27	14	22	1	5	6	1	2	2	0.9	0.04	0
1368025081	64	60	4	1	0	4.637332	43	37	20	29	18	15	22	9	13	6	1	2	2	0.84	0.16	0
1368532432	64	60	7	0	0	4.343401	39	46	19	31	19	15	22	2	5	1	1	4	1	0.76	0.16	0
1377392853	64	59	3	0	0	3.710081	34	42	5	24	21	12	12	5	2	1	2	1	1	0.78	0.15	0
1379435329	64	53	3	0	0	4.994081	44	34	16	29	24	11	18	2	1	2	1	3	1	0.87	0.04	0
1385794420	64	60	3	1	0	2.474273	26	29	28	25	17	14	22	1	1	2	2	4	1	0.91	0.03	0
1388650671	64	47	2	1	0	4.642044	41	41	16	29	18	13	22	1	3	2	1	2	2	0.83	0.04	0
1392942194	64	57	4	0	0	4.708369	34	42	5	24	21	12	12	3	5	1	1	1	1	0.94	0.04	0
1401018905	64	60	6	1	0	3.726832	27	33	14	20	27	14	12	9	5	2	1	2	1	0.84	0.04	0
1401703523	64	60	5	0	0	2.843036	45	35	13	25	28	13	12	5	7	2	2	4	1	0.94	0.04	0
1401855911	64	60	4	0	0	4.37326	26	25	20	13	17	13	22	1	3	1	1	4	1	0.96	0.04	0
1402855320	64	60	5	1	0	3.490364	39	37	22	27	19	14	18	1	1	2	1	2	1	0.81	0.04	0
1402942868	64	58	5	0	0	4.475383	43	37	20	29	18	15	22	10	9	8	1	5	1	0.85	0.04	0
1406977563	64	60	2	1	0	3.645572	36	49	13	24	28	15	12	3	3	6	1	1	1	0.84	0.04	0
1416021030	64	51	5	1	0	4.915998	40	41	15	23	23	13	12	9	5	1	3	4	1	0.85	0.15	0
1416097732	64	49	3	0	0	3.25289	36	40	9	33	24	13	12	4	3	1	2	2	1	0.84	0.04	0
1416352225	64	46	4	1	0	4.704359	43	37	20	29	18	15	22	5	8	2	1	1	1	0.77	0.15	0
1416880609	64	60	8	0	0	2.983904	26	40	20	23	20	13	18	1	2	1	2	1	1	0.92	0.03	0
1417083831	64	60	8	0	0	4.589627	39	46	26	25	18	15	22	1	11	2	3	2	1	0.96	0.04	0
1419590882	64	59	3	0	0	3.394042	40	43	15	31	25	11	18	3	7	2	1	2	1	0.91	0.03	0
1419966271	64	52	6	1	0	3.206609	36	50	7	31	25	13	12	1	4	3	1	2	1	0.95	0.04	0
1421303329	64	57	4	1	0	4.942919	31	32	18	26	24	14	22	1	2	1	1	5	2	0.87	0.04	0
1424180631	64	60	2	0	0	4.283425	39	33	14	22	14	12	22	1	1	1	2	2	2	1.18	0.04	0.63
1424183977	64	58	10	1	0	2.33458	34	42	5	24	21	12	12	2	1	1	1	2	1	0.84	0.04	0
1425600447	64	60	6	1	0	4.483853	46	32	16	33	14	12	18	10	3	2	1	1	1	0.8	0.16	0
1425933846	64	56	9	0	0	3.069875	38	40	19	19	33	15	12	2	1	1	1	1	1	0.82	0.14	0
1430235960	64	53	7	1	0	4.43245	34	42	5	24	21	12	12	1	4	4	5	2	1	0.79	0.15	0
1431230059	64	60	5	1	0	4.620818	40	37	17	34	17	14	20	4	1	2	1	1	1	0.86	0.04	0
1431875635	64	59	10	0	0	3.718454	21	35	5	22	21	11	12	1	2	4	1	3	1	1.13	0.04	0.62
1436187650	64	60	3	1	0	4.582753	34	42	16	23	33	12	12	1	8	2	1	1	2	0.95	0.03	0
1440722561	64	60	3	1	0	4.839112	23	42	13	22	28	14	12	1	1	2	2	2	1	0.9	0.03	0
1441052546	64	50	9	1	0	3.098916	30	31	21	21	19	13	18	1	3	1	1	1	1	0.74	0.16	0
1442812281	64	59	5	1	0	3.224654	39	36	28	27	17	15	22	2	4	1	1	1	1	0.84	0.04	0
1443351933	64	49	8	0	0	3.926257	24	23	21	20	12	9	14	3	1	1	6	1	1	0.84	0.04	0
1443657817	64	60	2	0	0	4.718949	43	39	15	30	16	12	18	2	8	1	1	1	1	0.78	0.14	0
1445277051	64	60	4	0	0	4.415193	35	42	17	29	28	12	22	1	7	2	1	1	2	0.83	0.04	0
1447162637	64	56	6	1	0	3.913453	43	39	15	30	16	12	18	2	8	1	2	1	2	0.81	0.14	0
1448255400	64	56	6	1	0	4.081176	40	41	8	29	24	13	12	6	9	8	1	2	3	0.89	0.04	0
1450039007	64	60	6	0	0	4.610148	26	40	20	23	20	13	18	2	9	1	1	1	1	0.84	0.04	0
1450090612	64	60	4	0	0	2.08099	43	36	26	22	21	17	22	7	2	2	1	1	1	0.83	0.04	0
1450954192	64	60	5	1	0	4.796256	37	40	16	30	26	11	18	1	11	2	1	1	1	0.83	0.03	0
1451056658	64	60	14	0	0	4.128656	24	28	10	30	32	11	12	7	2	6	4	1	1	0.84	0.04	0
1453569071	64	60	4	0	0	4.129932	43	37	20	29	18	15	22	6	2	2	1	2	1	0.87	0.04	0
1457085833	64	58	4	0	0	3.633728	40	37	24	28	16	14	20	1	6	2	1	2	1	0.92	0.03	0
1458227944	64	56	3	0	0	4.190652	39	46	26	25	18	15	22	1	3	1	1	2	1	0.85	0.04	0
1460897699	64	51	7	1	0	4.649651	36	40	9	33	24	13	12	12	2	4	3	2	1	0.85	0.04	0
1463610468	64	51	11	1	0	4.75646	21	34	15	20	37	13	12	2	5	3	1	1	1	0.92	0.04	0
1463883565	64	60	2	1	0	4.831689	24	32	22	21	29	12	18	4	1	2	1	1	1	0.73	0.16	0
1465117518	64	53	12	0	0	4.889726	34	42	9	29	34	12	12	1	4	5	1	2	1	0.82	0.04	0
1465327642	64	41	9	1	0	4.941984	27	33	26	21	30	15	22	5	7	1	1	1	1	0.74	0.15	0
1466230701	64	60	3	0	0	4.275016	27	30	25	23	27	16	22	1	3	1	1	1	1	0.84	0.04	0
1470530377	64	60	4	1	0	4.706635	35	32	15	26	14	12	22	3	2	2	2	1	2	0.72	0.14	0
1471675486	64	60	7	0	0	4.331781	38	33	6	22	20	12	12	5	5	7	1	5	1	1.1	0.03	0.65
1474017139	64	60	2	0	0	4.737546	30	29	26	20	21	16	22	6	2	1	1	1	1	0.8	0.15	0
1474736693	64	60	4	0	0	4.974895	27	30	24	26	16	13	20	1	5	8	1	1	1	0.86	0.03	0
1478214382	64	60	5	1	0	4.543952	34	41	15	22	37	14	12	3	7	2	1	2	1	0.95	0.03	0
1481415310	64	53	6	1	0	3.975979	41	43	6	28	30	13	12	11	6	1	1	2	1	0.85	0.03	0
1482576578	64	57	2	1	0	4.530157	52	31	23	21	20	16	22	6	7	1	2	13	1	0.84	0.04	0
1482967143	64	58	16	1	0	4.445331	43	37	20	29	18	15	22	4	1	8	1	1	1	0.78	0.15	0
1483172725	64	60	7	1	0	4.74953	34	42	5	24	21	12	12	2	5	2	1	1	3	0.84	0.04	0
1484591078	64	57	12	1	1	4.027135	24	30	27	20	31	15	22	7	6	1	2	1	3	0.85	0.04	0
1489866575	64	60	9	0	0	4.605169	40	38	19	32	24	15	22	6	1	1	1	1	1	0.92	0.04	0
1491106567	64	51	3	0	0	4.492899	46	32	16	34	15	11	14	5	8	9	1	1	1	0.72	0.16	0
1491553804	64	59	3	1	0	3.84401	24	23	14	25	12	10	18	1	1	2	1	3	1	0.97	0.04	0
1491714053	64	45	2	1	0	4.604555	24	33	23	22	25	10	18	2	1	1	1	4	1	0.83	0.04	0
1494084953	64	60	4	1	0	4.354835	27	33	14	20	27	14	12	5	2	3	1	3	1	0.82	0.04	0
1497407157	64	57	3	1	0	4.4539	38	33	6	22	20	12	12	3	4	3	1	2	1	0.98	0.04	0
1506137078	64	60	8	1	0	4.450548	52	33	18	22	18	13	18	4	3	1	2	12	3	0.95	0.04	0
1507799825	64	58	11	1	0	4.019401	37	33	19	19	20	12	22	1	1	1	1	1	1	1.14	0.04	0.66
1509158441	64	49	8	0	0	4.682634	27	30	24	26	16	13	20	2	3	1	4	2	1	0.85	0.03	0
1509728529	64	50	3	1	0	4.738254	28	32	27	19	21	11	18	5	6	1	1	2	1	0.82	0.15	0
1514789623	64	47	7	0	0	3.582741	43	34	9	32	22	13	12	13	5	4	1	2	1	0.71	0.14	0
1519546425	64	55	7	0	0	2.905206	46	30	21	32	16	15	22	2	7	3	1	3	1	0.76	0.16	0
1523369911	64	60	11	0	0	4.35704	36	50	7	31	25	13	12	2	4	3	1	3	1	0.85	0.04	0
1526903873	64	60	3	0	0	2.602886	37	49	21	24	22	15	22	2	1	9	1	1	1	0.73	0.14	0
1527144615	64	51	6	1	0	3.754559	34	42	5	24	21	12	12	2	4	1	1	2	1	0.95	0.04	0
1527541339	64	60	2	0	0	3.968889	38	29	15	27	13	13	20	1	2	1	2	1	1	0.78	0.14	0
1529268480	64	58	4	1	0	4.339369	40	33	17	33	24	11	18	3	1	1	1	1	1	0.81	0.14	0
1532311734	64	60	4	1	0	4.706593	39	38	23	28	15	12	18	1	1	10	1	2	1	0.85	0.04	0
1546067798	64	54	3	0	0	4.563045	42	43	14	28	24	13	22	1	3	1	1	3	2	0.91	0.03	0
1550043000	64	54	4	0	1	4.765579	40	48	17	30	25	15	22	4	2	3	2	1	1	0.79	0.14	0
1553573916	64	60	7	1	0	3.001684	39	33	14	22	14	12	22	1	1	4	1	1	1	1.56	0.17	0
1554663051	64	60	4	0	0	4.504776	36	39	15	26	27	15	12	2	4	3	1	1	1	0.87	0.04	0
1556753680	64	60	6	0	0	3.885848	39	38	23	28	15	12	18	7	3	2	1	3	1	0.75	0.15	0
1558263659	64	60	7	1	0	4.751902	44	32	21	28	26	14	22	9	2	3	1	4	2	0.9	0.03	0
1560234138	64	51	6	1	0	4.327162	40	41	8	29	24	13	12	2	4	4	1	3	1	0.81	0.14	0
1565085759	64	60	6	1	0	4.781674	37	28	19	26	14	14	22	2	2	6	1	2	1	0.91	0.04	0
1565265407	64	58	11	1	0	4.914796	41	40	22	22	21	15	22	6	4	2	2	3	2	0.75	0.15	0
1566348444	64	59	8	0	0	4.512649	46	35	21	25	22	13	22	8	1	1	1	2	3	0.95	0.03	0
1574575539	64	58	11	0	0	4.481255	37	40	17	33	18	13	22	3	4	6	1	2	1	0.92	0.04	0
1577532643	64	60	3	0	0	2.259145	28	33	29	14	20	14	22	1	6	2	1	3	1	0.92	0.03	0
1579721174	64	60	10	1	0	2.084666	35	41	23	22	31	14	22	1	1	5	1	1	1	0.85	0.04	0
1580011818	64	60	7	0	0	4.573946	36	50	14	25	24	13	12	1	4	3	1	1	1	0.82	0.15	0
1581313861	64	60	5	1	0	4.360583	39	41	21	26	24	13	22	9	2	1	1	2	3	0.76	0.14	0
1581472455	64	60	6	1	0	4.760713	30	27	16	24	21	12	12	7	14	3	1	1	1	0.85	0.16	0
1583138304	64	60	5	0	0	4.684679	39	43	8	34	23	13	12	14	4	1	1	4	1	0.74	0.14	0
1584457036	64	60	8	1	0	2.625586	36	40	16	27	23	13	12	12	3	1	1	1	2	0.85	0.04	0
1586310861	64	55	2	1	0	4.836181	38	41	13	26	30	13	12	3	2	2	1	1	1	0.89	0.04	0
1591769311	64	52	9	0	0	3.12158	37	50	15	31	19	13	22	1	4	1	1	1	2	0.83	0.15	0
1595216581	64	60	5	1	0	4.045319	44	42	19	28	21	12	18	2	1	1	1	1	2	0.95	0.03	0
1603616889	64	57	5	1	0	4.600095	26	29	28	25	17	14	22	2	1	3	1	1	1	0.85	0.04	0
1604775266	64	60	11	0	0	4.68884	40	40	14	22	27	15	12	5	5	7	3	2	1	0.9	0.04	0
1610333846	64	60	5	1	0	4.349371	45	35	13	25	28	13	12	3	1	2	1	2	1	0.93	0.03	0
1615284619	64	60	4	1	1	4.165864	40	37	24	28	16	14	20	2	1	2	1	1	1	0.72	0.14	0
1618607698	64	57	11	0	0	2.695055	37	49	21	24	22	15	22	3	1	2	1	2	2	0.73	0.13	0
1619682196	64	60	3	1	0	3.561304	39	46	26	25	18	15	22	6	2	1	1	1	1	0.91	0.04	0
1619728312	64	59	4	1	0	3.969341	24	33	24	25	17	12	22	3	4	6	2	2	1	0.95	0.04	0
1621213417	64	47	3	1	0	4.929329	26	24	25	12	17	10	18	7	2	1	1	1	2	0.86	0.04	0
1621649225	64	57	7	1	0	4.113112	37	37	27	22	31	16	22	1	2	3	1	1	1	0.96	0.04	0
1626894518	64	48	5	0	0	3.833907	30	31	21	21	19	13	18	5	1	1	3	2	2	0.78	0.14	0
1631085060	64	45	7	1	0	3.126492	39	48	21	26	16	12	18	4	2	1	1	1	2	0.82	0.15	0
1633007934	64	60	3	1	1	4.31635	26	26	14	20	14	11	22	10	3	1	1	2	1	1.7	0.19	0
1633088097	64	59	7	1	0	2.114918	39	36	28	27	17	15	22	6	2	2	1	2	1	0.94	0.04	0
1634535274	64	45	4	1	0	4.198742	39	37	22	27	19	14	18	3	3	3	2	3	1	0.81	0.04	0
1637325064	64	60	6	1	0	4.290731	40	41	20	30	27	14	22	2	1	3	1	2	1	0.84	0.04	0
1638638477	64	60	9	1	0	4.749391	36	50	7	31	25	13	12	2	5	6	2	3	1	0.86	0.15	0
1639924721	64	60	4	1	0	2.991358	43	36	26	22	21	17	22	7	2	3	1	1	2	0.94	0.04	0
1640278191	64	45	5	0	0	3.619302	38	41	13	26	30	13	12	1	1	2	1	1	1	0.84	0.03	0
1651087223	64	54	5	1	0	4.770862	37	30	14	28	13	10	14	2	1	1	6	3	1	0.92	0.04	0
1653638890	64	60	4	0	0	4.578395	40	37	17	34	17	14	20	3	1	2	1	2	1	0.87	0.04	0
1662931683	64	60	5	1	0	4.503654	47	34	7	28	20	14	12	3	1	2	2	12	1	0.98	0.04	0
1666669198	64	60	8	1	0	2.089622	43	36	26	22	21	17	22	3	6	2	1	4	1	0.92	0.03	0
1671255001	64	49	5	1	0	4.853717	31	29	7	29	28	12	12	6	6	4	1	2	3	0.98	0.04	0
1671606546	64	54	2	1	0	4.049828	33	34	15	22	24	11	22	3	1	2	1	1	1	0.9	0.04	0
1671918857	64	59	9	1	0	4.745144	22	27	5	23	26	11	12	8	1	6	1	1	1	0.91	0.04	0
1675200982	64	60	13	0	0	4.66537	40	41	15	23	23	13	12	1	19	2	1	2	1	0.79	0.16	0
1676352447	64	57	5	1	0	4.200175	39	46	19	31	19	15	22	5	2	3	1	1	2	0.86	0.03	0
1676646682	64	58	9	0	0	4.324835	51	31	15	29	13	15	20	2	1	1	2	12	2	0.8	0.16	0
1680836993	64	58	7	0	0	4.666738	39	38	16	35	17	11	14	6	3	1	4	2	1	0.74	0.15	0
1681044940	64	60	7	0	0	4.478517	39	38	16	34	16	12	18	2	3	2	1	4	3	0.82	0.04	0
1681250429	64	60	3	0	0	4.071224	21	34	11	15	24	13	12	3	3	1	3	2	1	0.89	0.04	0
1684345769	64	59	8	1	0	3.164272	44	32	21	30	20	12	18	4	1	1	1	1	1	0.93	0.03	0
1685760287	64	60	3	1	0	4.508893	37	42	7	32	30	13	12	1	2	3	2	1	1	0.85	0.04	0
1689947493	64	59	7	0	0	2.786633	39	45	25	24	22	17	22	2	1	2	1	3	1	0.8	0.14	0
1692666778	64	60	3	0	0	4.438177	28	29	31	17	27	16	22	3	3	7	2	1	1	0.96	0.04	0
1695775259	64	53	5	0	0	4.936466	37	38	28	23	27	14	22	2	2	1	1	1	1	0.81	0.16	0
1696626703	64	59	8	1	0	4.41854	34	32	7	26	20	12	12	12	1	2	1	1	1	0.81	0.14	0
1707195907	64	44	5	0	0	3.164913	21	35	5	22	21	11	12	1	2	4	1	3	1	1.12	0.04	0.61
1708317143	64	60	13	1	0	3.873137	24	35	7	30	30	12	12	9	3	6	3	1	1	0.8	0.16	0
1708902068	64	60	6	1	0	4.201473	40	37	17	34	17	14	20	12	2	1	1	1	2	0.89	0.04	0
1710700468	64	51	13	1	0	4.058768	40	41	15	23	23	13	12	1	6	2	1	1	1	0.94	0.04	0
1711647340	64	52	6	1	0	4.209077	40	40	14	22	27	15	12	7	2	2	1	2	1	0.98	0.04	0
1712295650	64	60	4	0	1	4.835834	44	34	17	32	16	13	22	10	3	1	2	1	1	0.77	0.15	0
1712880165	64	55	2	0	0	4.764867	40	40	14	22	27	15	12	3	4	1	2	2	1	0.84	0.14	0
1717158407	64	60	2	0	0	4.350945	36	50	14	25	24	13	12	1	4	2	1	4	2	0.76	0.14	0
1726240221	64	51	6	1	0	3.569625	39	46	19	31	19	15	22	1	1	12	2	4	1	0.91	0.03	0
1727171154	64	60	3	0	0	4.201939	37	37	27	22	31	16	22	2	2	3	1	2	2	0.82	0.04	0
1731616996	64	52	11	1	0	3.548198	41	39	27	21	21	12	18	5	2	1	1	1	1	0.79	0.16	0
1732747967	64	60	5	1	0	4.708083	39	41	21	26	24	13	22	4	5	3	1	2	2	0.96	0.04	0
1739550179	64	51	2	0	0	4.828226	37	40	24	27	17	13	22	2	1	3	1	1	1	0.97	0.04	0
1743317755	64	55	6	1	0	4.064363	36	50	7	31	25	13	12	1	4	2	2	3	1	0.75	0.16	0
1744532213	64	60	18	0	0	4.908447	39	46	19	31	19	15	22	3	1	2	1	2	1	0.95	0.04	0
1744977597	64	56	5	0	0	4.991812	46	40	19	30	17	15	22	9	5	4	1	6	1	0.84	0.03	0
1745895041	64	46	4	1	0	4.314786	54	31	18	24	14	16	22	2	1	1	3	12	1	0.83	0.16	0
1750821609	64	60	5	1	0	4.114107	46	35	21	25	22	13	22	15	5	2	1	1	1	0.73	0.14	0
1751285261	64	60	6	1	0	4.856368	37	40	12	25	13	11	18	2	2	3	1	4	1	0.9	0.04	0
1755563516	64	53	9	0	1	3.81543	43	37	20	29	18	15	22	3	13	4	1	3	1	0.74	0.16	0
1770353756	64	60	8	1	0	3.666934	41	37	32	20	23	15	22	10	6	1	1	1	1	0.8	0.14	0
1774529721	64	60	6	1	0	3.87189	43	40	16	35	16	14	20	2	7	3	1	3	1	0.73	0.14	0
1774805934	64	58	7	0	0	4.382548	42	36	17	28	26	12	22	2	12	8	1	1	1	0.77	0.16	0
1779298106	64	59	4	1	0	2.555586	39	38	23	28	15	12	18	12	5	4	1	1	1	0.89	0.03	0
1781249373	64	60	7	1	0	4.464779	43	38	21	23	19	14	18	5	5	2	1	1	1	0.91	0.04	0
1784081861	64	56	6	1	0	3.859097	37	50	15	31	19	13	22	2	11	7	1	5	1	0.93	0.04	0
1784505617	64	58	5	0	0	4.622533	46	42	14	31	15	12	18	6	5	1	2	6	1	0.98	0.04	0
1784507750	64	60	5	0	0	4.090769	24	32	18	16	16	12	18	3	1	5	2	1	1	1.1	0.14	0.6
1787064341	64	60	5	1	0	3.951524	41	41	23	23	17	13	22	6	7	1	1	2	1	0.87	0.03	0
1798534141	64	56	2	1	0	4.443287	37	49	21	24	22	15	22	2	3	1	2	1	1	0.92	0.04	0
1799731021	64	60	9	0	0	4.68369	44	40	24	27	23	15	22	9	1	2	4	1	4	0.76	0.15	0
1800763883	64	52	5	1	0	3.61422	34	41	15	22	37	14	12	5	2	3	1	1	1	0.79	0.14	0
1800997163	64	59	3	1	1	2.486483	34	23	23	24	18	15	20	2	1	2	1	2	1	0.79	0.04	0
1807753633	64	60	2	1	0	3.599226	34	42	5	24	21	12	12	1	1	1	1	1	2	1.1	0.04	0.69
1811339606	64	59	10	0	0	4.559754	41	29	18	22	14	14	22	2	4	2	1	1	1	1.66	0.19	0
1811653848	64	56	5	1	0	4.753895	41	40	22	22	21	15	22	6	6	11	2	2	1	0.99	0.04	0
1812572288	64	58	6	1	0	3.155519	39	37	22	28	20	13	14	5	6	5	2	2	2	0.77	0.15	0
1815016983	64	54	4	1	0	4.341286	26	22	23	17	20	13	22	5	1	3	1	2	1	1.15	0.03	0.64
1816726261	64	57	3	1	0	4.701191	37	38	17	24	15	14	22	3	4	1	1	1	2	0.79	0.14	0
1818163585	64	46	4	1	0	3.917535	51	35	6	24	20	14	12	9	2	4	5	12	1	0.83	0.04	0
1818360620	64	49	2	0	0	3.941583	40	37	17	34	17	14	20	4	5	1	1	1	1	0.88	0.04	0
1821740488	64	51	7	1	0	3.981272	27	43	12	29	23	11	18	1	6	4	1	3	1	0.85	0.04	0
1823048615	64	60	7	1	0	3.134564	40	37	17	34	17	14	20	1	1	7	1	2	1	0.83	0.15	0
1826207430	64	52	3	1	0	2.524994	39	46	26	25	18	15	22	1	2	1	1	1	1	0.94	0.04	0
1827430881	64	55	4	1	0	4.999916	39	46	19	31	19	15	22	1	2	1	1	1	1	0.87	0.04	0
1832372658	64	60	4	1	0	4.684258	37	40	24	27	17	13	22	4	5	1	1	1	1	0.83	0.03	0
1836912857	64	60	8	0	0	3.548731	21	34	15	20	37	13	12	3	1	12	1	1	1	0.76	0.16	0
1841547704	64	57	5	0	0	2.019361	41	44	12	27	29	13	12	5	3	1	1	2	4	0.91	0.04	0
1845102542	64	40	5	1	0	4.760552	24	23	14	25	12	10	18	2	2	1	1	3	1	0.9	0.04	0
1848563556	64	60	11	0	0	3.965265	40	37	24	28	16	14	20	1	3	4	1	2	1	0.79	0.14	0
1848614817	64	56	6	0	0	4.655073	40	43	15	31	25	11	18	5	6	2	1	1	1	0.85	0.04	0
